Type,HierarchyPath,Level1_MainCategory,Level2_Category,Level3_SubCategory,PageTitle,ShortDescription,SimpleSummary,HeadingsList,WordCount
"Knowledge Article","Knowledge / Nutrient Database / Retinoids & Carotenoids / beta-carotene / beta-carotene","Nutrient Database","Retinoids & Carotenoids","beta-carotene","Beta Carotene","Brief overview of beta carotene, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of beta carotene, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Beta Carotene? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Beta Carotene? | Q3: What is the recommended daily intake for Beta Carotene? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",605
"Knowledge Article","Knowledge / Nutrient Database / Retinoids & Carotenoids / retinol / retinol","Nutrient Database","Retinoids & Carotenoids","retinol","Retinol","Brief overview of retinol, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of retinol, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Retinol? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Retinol? | Q3: What is the recommended daily intake for Retinol? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",594
"Knowledge Article","Knowledge / Nutrient Database / SDA & GLA Sources / oil-omega3-2 / oil-omega3-2","Nutrient Database","SDA & GLA Sources","oil-omega3-2","Advanced Plant Omegas: SDA-Rich Oils, GLA Sources, Ahiflower, Echium & Novel Omega-3 Alternatives","Clinical overview, safety guidelines, and evidence-graded applications for Advanced Plant Omegas: SDA-Rich Oils, GLA Sources, Ahiflower, Echium & Novel Omega-3 Alternatives.","🌿 What This Means For You: Clinical overview, safety guidelines, and evidence-graded applications for Advanced Plant Omegas: SDA-Rich Oils, GLA Sources, Ahiflower, Echium & Novel Omega-3 Alternatives.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Clinical Definition & Overview | Key Clinical Metrics & Biomarkers | Detailed Clinical Protocol | 1. Stearidonic Acid SDA (C18:4n-3; “Enhanced ALA”; Bypasses Rate-Limiting Delta-6-Desaturase; Converts to EPA 20-30% (vs. ALA 5-10%); Converts to DHA Better Than ALA; Emerging Functional Ingredient; FDA GRAS Status; Metabolic Advantage) | 2. Ahiflower Oil (Buglossoides arvensis; 20% SDA, 15% ALA; UK Cultivation; Non-GMO; 4x Better EPA Conversion Than Flax; Sustainable Terrestrial Alternative to Fish Oil; Supplement, Food Fortification; Clinical Trials — Inflammation Markers; Growing Commercial Availability) | 3. Echium Oil (Echium plantagineum; 12-15% SDA, 30% ALA, 12% GLA; Mediterranean, South American Cultivation; Unique — Contains Both SDA and GLA; Anti-Inflammatory; Cosmetic; Supplement; Potential Invasive Species (Paterson’s Curse in Australia); Controlled Cultivation) | 4. Hemp Oil — GLA Content (2-4% Gamma-Linolenic Acid; GLA — Anti-Inflammatory Prostaglandin E1 Precursor; PMS, Eczema, Rheumatoid Arthritis Research; Evening Primrose Oil Alternative; Combined with Omega-3 for Synergy; Skin Barrier Function) | 5. Black Currant Seed Oil (Ribes nigrum; 15% GLA, 13% ALA, 45% Linoleic; European Berry; Anthocyanins in Fruit; Seed Oil — GLA Source; PMS, Menopausal Symptoms, RA; Cosmetic; Anti-Inflammatory; Traditional European Medicine; Berry Byproduct Sustainability) | 6. Borage/Starflower Oil (Borago officinalis; 20-24% GLA — Highest Natural Source; Mediterranean Origin; Blue Star-Shaped Flowers; Traditional Medicine — “Courage Herb”; PMS, Eczema, Anti-Inflammatory; Hepatotoxicity Concerns — Pyrrolizidine Alkaloids in Unpurified; PA-Free Extracts Essential; Supplement Standardization) | Frequently Asked Questions (AEO / Speakable) | Q1: What is the primary clinical objective when managing Advanced Plant Omegas: SDA-Rich Oils, GLA Sources, Ahiflower, Echium & Novel Omega-3 Alternatives? | Q2: Which biomarkers are most critical to monitor for Advanced Plant Omegas: SDA-Rich Oils, GLA Sources, Ahiflower, Echium & Novel Omega-3 Alternatives? | Q3: When should a patient seek immediate specialist consultation? | Evidence-Graded Lifestyle Swaps & Supportive Nutrition",1887
"Knowledge Article","Knowledge / Nutrient Database / Sodium & Chloride / min-na-1 / min-na-1","Nutrient Database","Sodium & Chloride","min-na-1","Sodium (Na) — Function, Daily Needs, Food Sources & Safety","Sodium function, adequate intake, the 2,300 mg reduction target, main dietary sources, and its link to blood pressure — from NIH ODS.","🌿 What This Means For You: Sodium function, adequate intake, the 2,300 mg reduction target, main dietary sources, and its link to blood pressure — from NIH ODS.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Recommended intake | Food sources | Deficiency | Too much | Sources | Clinical Perspectives & Nutritional Integration for min na 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",594
"Knowledge Article","Knowledge / Nutrient Database / Structural Osteo-Minerals / calcium-carbonate-citrate / calcium-carbonate-citrate","Nutrient Database","Structural Osteo-Minerals","calcium-carbonate-citrate","Calcium Carbonate Citrate","Brief overview of calcium carbonate citrate, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of calcium carbonate citrate, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Calcium Carbonate Citrate? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Calcium Carbonate Citrate? | Q3: What is the recommended daily intake for Calcium Carbonate Citrate? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",615
"Knowledge Article","Knowledge / Nutrient Database / Structural Osteo-Minerals / calcium / calcium","Nutrient Database","Structural Osteo-Minerals","calcium","Calcium","Brief overview of calcium, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of calcium, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Calcium? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Calcium? | Q3: What is the recommended daily intake for Calcium? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",593
"Knowledge Article","Knowledge / Nutrient Database / Structural Osteo-Minerals / magnesium-glycinate-citrate / magnesium-glycinate-citrate","Nutrient Database","Structural Osteo-Minerals","magnesium-glycinate-citrate","Magnesium Glycinate Citrate","Brief overview of magnesium glycinate citrate, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of magnesium glycinate citrate, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Magnesium Glycinate Citrate? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Magnesium Glycinate Citrate? | Q3: What is the recommended daily intake for Magnesium Glycinate Citrate? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",615
"Knowledge Article","Knowledge / Nutrient Database / Structural Osteo-Minerals / magnesium / magnesium","Nutrient Database","Structural Osteo-Minerals","magnesium","Magnesium","Brief overview of magnesium, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of magnesium, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Magnesium? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Magnesium? | Q3: What is the recommended daily intake for Magnesium? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",593
"Knowledge Article","Knowledge / Nutrient Database / Structural Osteo-Minerals / phosphorus-phosphates / phosphorus-phosphates","Nutrient Database","Structural Osteo-Minerals","phosphorus-phosphates","Phosphorus Phosphates","Brief overview of phosphorus phosphates, covering its health benefits, nutritional profile, and typical culinary uses.","🌿 What This Means For You: Brief overview of phosphorus phosphates, covering its health benefits, nutritional profile, and typical culinary uses.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Botanical & Nutritional Overview | Key Nutritional Metrics & Bioactive Compounds | Detailed Nutritional & Clinical Applications | 1. Metabolic & Glycemic Support | 2. Anti-Inflammatory & Antioxidant Activity | 3. Culinary Integration & Bioavailability Optimization | Frequently Asked Questions (AEO / Speakable) | Q1: What are the main health benefits of consuming Phosphorus Phosphates? | Q2: Are there any culinary or preparation tips to increase the nutritional value of Phosphorus Phosphates? | Q3: What is the recommended daily intake for Phosphorus Phosphates? | Evidence-Graded Lifestyle Swaps & Dietary Synergy",604
"Knowledge Article","Knowledge / Nutrient Database / Sugars, Starches & Fibers / ndb-carb-1 / ndb-carb-1","Nutrient Database","Sugars, Starches & Fibers","ndb-carb-1","Carbohydrate Database: Sugars, Starches, Fiber & the Glycemic Index Reference Table","Clinical overview, safety guidelines, and evidence-graded applications for Carbohydrate Database: Sugars, Starches, Fiber & the Glycemic Index Reference Table.","🌿 What This Means For You: Clinical overview, safety guidelines, and evidence-graded applications for Carbohydrate Database: Sugars, Starches, Fiber & the Glycemic Index Reference Table.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Clinical Definition & Overview | Key Clinical Metrics & Biomarkers | Detailed Clinical Protocol | 1. Carbohydrate Classification (Monosaccharides — Glucose, Fructose, Galactose; Disaccharides — Sucrose (Glucose+Fructose), Lactose (Glucose+Galactose), Maltose (Glucose+Glucose); Oligosaccharides — Raffinose, Stachyose; Polysaccharides — Starch, Glycogen, Fiber, Cellulose, Pectin) | 2. Sugar Content Database (Per 100g: Table Sugar 100g; Honey 82g; Maple Syrup 67g; Agave 76g; Dates 63g; Raisins 59g; Banana 12g; Apple 10g; Grapes 16g; Orange 9g; Milk (Lactose) 5g; Carrot 5g; Tomato 3g; Broccoli 2g; Added vs. Natural Sugar Distinction) | 3. Starch Content Database (Per 100g Cooked: White Rice 28g; Brown Rice 23g; Pasta 25g; Potato 17g; Sweet Potato 20g; Corn 19g; Oats 12g; Quinoa 21g; Lentils 20g; Beans 15-20g; Bread 49g; Tortilla 44g; Starch Digestion — Amylase Enzymes, Glucose Release, Glycemic Response) | 4. Fiber Content Database (Per 100g: Chia Seeds 34g; Flaxseed 27g; Lentils 8g; Black Beans 8g; Chickpeas 7g; Avocado 7g; Raspberries 7g; Pear 3g; Broccoli 3g; Oats 4g; Quinoa 3g; Brown Rice 2g; White Rice 0.3g; Psyllium Husk 85g; Daily Target 25-38g; Soluble vs. Insoluble Ratio) | 5. Glycemic Index Database (Low GI <55: Lentils 32; Chickpeas 28; Kidney Beans 24; Apple 36; Milk 39; Yogurt 36; Pasta 42; Oats 55; Medium 56-69: Brown Rice 68; Honey 58; Banana 62; High >70: White Rice 73; Potato (Baked) 78; Watermelon 72; Baguette 75; Cornflakes 81; Glucose 100 Reference) | 6. Glycemic Load Database (GL = (GI × Carbs per Serving)/100; Low <10: Watermelon GL 4 (High GI but Low Carbs); Medium 11-19: Banana GL 12; High >20: Potato GL 20; White Rice GL 23; More Practical Than GI Alone; Portion Size Matters; GL Better Predictor of Blood Sugar Response) | 7. Net Carbs & Keto (Net Carbs = Total Carbs − Fiber − Sugar Alcohols (Sometimes − Allulose); Keto Target 20-50g Net Carbs/Day; Fiber Doesn’t Spike Insulin; Sugar Alcohols Variable — Erythritol 0 Net, Maltitol 2-3 Net per Gram; Allulose 0.4 kcal/g, Not Counted; Label Reading) | 8. Resistant Starch Database (Type 1 — Whole/Partially Milled Grains; Type 2 — Raw Potatoes 8%, Green Bananas, Plantains; Type 3 — Cooked & Cooled Rice 2-4%, Pasta, Potatoes (Retrograded); Type 4 — Chemically Modified; RS Content Increases 2-4x When Cooled; Prebiotic; Butyrate Production) | Frequently Asked Questions (AEO / Speakable) | Q1: What is the primary clinical objective when managing Carbohydrate Database: Sugars, Starches, Fiber & the Glycemic Index Reference Table? | Q2: Which biomarkers are most critical to monitor for Carbohydrate Database: Sugars, Starches, Fiber & the Glycemic Index Reference Table? | Q3: When should a patient seek immediate specialist consultation? | Evidence-Graded Lifestyle Swaps & Supportive Nutrition",2481
